id,full_name,nationality,date_of_birth,rider_role,source_url,data_confidence,created_at,updated_at
1b78ea0c-a9c2-5ab1-b8cb-7c095a24b29d,Tadej Pogačar,SLO,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
71e4df35-c770-59ab-b002-ec413c86c658,Isaac del Toro,MEX,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
c8fed61c-3646-5e30-aabb-4a2827ab0f24,Tim Wellens,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
16beca97-2676-5565-b861-cc9a53653a68,Brandon McNulty,USA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
630316fb-8ec4-5876-8ed5-f8e2be1b7ebb,Adam Yates,GBR,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
53808b47-d1f1-5bf4-a0b0-0dd410380e75,Florian Vermeersch,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
3e4b7099-efc9-53a4-9872-cb31f992b5d4,Nils Politt,GER,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
0d81c852-2151-51b9-897e-69d0575e61e8,Felix Großschartner,AUT,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
999b6489-bc7a-5b3d-9cd4-e9108f8b9860,Jasper Philipsen,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
14d287c7-ba9a-5c6e-8f99-e15aed6d9b39,Mathieu van der Poel,NED,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
3ffc4761-8bfd-587a-acd5-cee1dee0abb0,Emiel Verstrynge,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
5ff084ff-b4a3-5d0c-a5cd-593be2c2fb3e,Jonas Rickaert,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
17364d30-0e18-5696-9e49-bc6e4486f411,Tim Marsman,NED,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
38d43df3-2b14-5381-a0d9-a99950e533b2,Ramses Debruyne,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
3cfd28d5-505c-533f-ad4d-50ebcc2a2ced,Edward Planckaert,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
36382174-dbfd-586d-b710-e6f5fda21952,Silvan Dillier,SUI,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
b4333ee2-bdf5-59e3-8065-023becbc16e0,Antonio Tiberi,ITA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
2e3c025a-44af-5bde-bdbd-91ac51b3b00b,Lenny Martinez,FRA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
7b4ed48f-d0b1-503a-aa13-f160b63f3ba0,Matej Mohorič,SLO,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
9602fd53-2fca-5397-beb9-49c06bc31130,Phil Bauhaus,GER,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
d25c48fd-f9cf-58be-9d71-06cbcc3fe6ca,Damiano Caruso,ITA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
919c0489-9720-5e69-b8e5-3a50cf0c24c9,Kamil Gradek,POL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
532cced5-b9a6-55c7-bcef-32a9481e8f1f,Robert Stannard,AUS,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
48389352-0d62-52f9-ade1-9c372cd6a14b,Vlad Van Mechelen,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
6f99ee46-4301-554d-9c0c-23a1e9c1d855,Paul Seixas,FRA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
c35edc9b-616f-520b-bfa8-1ab7f3144b21,Olav Kooij,NED,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
70e3c3b3-ea1b-5984-beb2-e4ad06ead6b3,Matthew Riccitello,USA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
fb02b43c-955b-5585-9c86-b8c870205a38,Tiesj Benoot,BEL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
227f4958-4c14-5f0b-82de-b9a9ee34bf62,Daan Hoole,NED,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
3644771b-9bd4-55ac-bd91-10defe60dff4,Nicolas Prodhomme,FRA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
7e3e0a1a-b054-5a40-9ce1-d637d7c469b6,Aurélien Paret-Peintre,FRA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
8a09088c-10aa-513b-b74b-f95caecddcfb,Cees Bol,NED,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
336238ff-f0b4-5004-beff-2643f9123e13,Ben Healy,IRL,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
a3129470-14f7-5edb-be80-d87a948dca08,Kasper Asgreen,DEN,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
178d1fff-ca29-5f23-9c5f-5fa45e8c1d89,Richard Carapaz,ECU,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
379c4cb7-33a2-5c8d-a774-db0204417ed9,Alex Baudin,FRA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
7ab2721d-5582-5bb5-a876-a4d610da45e0,Sean Quinn,USA,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
8a4ecb70-c0aa-517c-90ef-68123f34328e,Georg Steinhauser,GER,,unknown,https://www.cyclingweekly.com/racing/tour-de-france/tour-de-france-2026-start-list,medium,2026-06-30T00:00:00Z,2026-06-30T00:00:00Z
